0.00	11.92
0.00	11.93
0.00	11.93
0.00	11.93
12.35	11.93
0.00	11.93
0.00	11.93
12.41	11.93
0.00	11.93
12.41	11.93
0.00	11.93
12.24	11.93
10.74	11.93
0.00	11.94
12.22	11.94
10.79	11.94
10.64	11.94
0.00	11.94
12.35	11.94
10.74	11.94
0.00	11.94
12.17	11.94
10.79	11.94
0.00	11.94
12.24	11.95
10.82	11.95
0.00	11.95
12.29	11.95
10.72	11.95
10.65	11.95
0.00	11.95
12.18	11.95
10.74	11.95
10.64	11.95
10.78	11.96
0.00	11.96
12.11	11.96
10.61	11.96
10.74	11.96
10.68	11.96
10.65	11.96
10.64	11.96
0.00	11.96
12.29	11.96
10.74	11.96
10.68	11.97
10.69	11.97
10.65	11.97
10.64	11.97
10.61	11.97
10.64	11.97
10.65	11.97
10.64	11.97
10.69	11.97
10.65	11.97
10.64	11.97
21.22	11.98
10.60	11.98
10.74	11.98
10.56	11.98
10.69	11.98
21.39	11.98
10.56	11.98
10.56	11.98
10.65	11.98
21.28	11.98
10.65	11.99
10.60	11.99
21.39	11.99
10.56	11.99
10.56	11.99
10.60	11.99
21.30	11.99
10.69	11.99
10.60	11.99
21.56	11.99
10.61	11.99
10.56	12.00
10.56	12.00
21.39	12.00
10.74	12.00
21.11	12.00
10.74	12.00
10.56	12.00
10.74	12.00
21.56	12.00
10.60	12.00
21.67	12.01
10.74	12.01
21.11	12.01
10.74	12.01
21.03	12.01
10.78	12.01
10.51	12.01
21.39	12.01
10.51	12.01
21.36	12.01
10.57	12.02
21.28	12.02
10.51	12.02
21.39	12.02
21.03	12.02
10.64	12.02
21.22	12.02
10.51	12.02
21.47	12.02
10.60	12.02
21.47	12.02
21.11	12.03
10.69	12.03
21.11	12.03
10.51	12.03
21.39	12.03
21.11	12.03
10.69	12.03
21.11	12.03
10.60	12.03
21.22	12.03
10.60	12.04
21.30	12.04
21.28	12.04
10.61	12.04
21.19	12.04
21.30	12.04
10.60	12.04
21.28	12.04
21.30	12.04
21.19	12.04
10.69	12.04
21.11	12.05
10.57	12.05
21.28	12.05
21.11	12.05
21.03	12.05
10.74	12.05
21.11	12.05
21.03	12.05
10.88	12.05
21.11	12.05
21.11	12.06
21.22	12.06
10.56	12.06
21.03	12.06
21.36	12.06
10.51	12.06
21.22	12.06
21.03	12.06
21.39	12.06
21.11	12.06
10.60	12.06
21.39	12.07
21.03	12.07
21.19	12.07
10.61	12.07
21.36	12.07
21.03	12.07
21.22	12.07
21.19	12.07
10.65	12.07
21.03	12.07
21.19	12.08
21.11	12.08
21.19	12.08
10.69	12.08
21.11	12.08
21.03	12.08
21.39	12.08
21.11	12.08
21.03	12.08
10.69	12.08
21.47	12.09
21.11	12.09
21.03	12.09
21.22	12.09
21.11	12.09
21.11	12.09
10.60	12.09
21.22	12.09
21.03	12.09
21.19	12.09
21.30	12.09
21.28	12.10
21.11	12.10
20.94	12.10
21.11	12.10
21.11	12.10
10.69	12.10
21.03	12.10
21.30	12.10
21.11	12.10
21.11	12.10
20.94	12.11
21.28	12.11
20.86	12.11
20.94	12.11
20.94	12.11
10.46	12.11
20.94	12.11
21.19	12.11
20.94	12.11
20.94	12.11
20.94	12.12
21.03	12.12
20.84	12.12
21.13	12.12
21.03	12.12
21.03	12.12
21.01	12.12
21.03	12.12
20.94	12.12
21.03	12.12
20.94	12.12
21.11	12.13
20.94	12.13
20.94	12.13
10.56	12.13
20.86	12.13
20.92	12.13
20.94	12.13
21.03	12.13
21.03	12.13
21.11	12.13
20.94	12.14
21.11	12.14
20.86	12.14
20.94	12.14
20.92	12.14
21.13	12.14
20.92	12.14
20.94	12.14
21.03	12.14
21.03	12.14
21.11	12.15
20.86	12.15
20.94	12.15
20.92	12.15
20.94	12.15
20.94	12.15
21.03	12.15
21.03	12.15
21.03	12.15
21.19	12.15
20.94	12.15
21.11	12.16
20.78	12.16
21.11	12.16
20.94	12.16
20.92	12.16
20.94	12.16
20.94	12.16
21.03	12.16
21.03	12.16
21.03	12.16
21.19	12.17
20.94	12.17
20.94	12.17
21.03	12.17
20.94	12.17
21.03	12.17
21.01	12.17
31.70	12.17
20.92	12.17
20.94	12.17
20.94	12.18
20.86	12.18
21.11	12.18
20.68	12.18
21.03	12.18
21.03	12.18
21.11	12.18
20.86	12.18
21.03	12.18
20.92	12.18
31.70	12.18
10.46	12.19
31.42	12.19
20.86	12.19
21.03	12.19
21.03	12.19
21.19	12.19
20.94	12.19
21.03	12.19
21.11	12.19
20.94	12.19
21.03	12.20
21.03	12.20
21.28	12.20
21.03	12.20
21.22	12.20
20.92	12.20
21.13	12.20
21.03	12.20
21.19	12.20
21.11	12.20
21.03	12.21
21.22	12.21
20.76	12.21
21.11	12.21
20.86	12.21
31.54	12.21
20.84	12.21
20.86	12.21
10.47	12.21
31.39	12.21
21.13	12.21
20.84	12.22
21.03	12.22
21.03	12.22
10.43	12.22
31.39	12.22
21.03	12.22
20.86	12.22
20.94	12.22
21.03	12.22
21.03	12.22
21.03	12.23
21.19	12.23
20.86	12.23
21.11	12.23
20.84	12.23
21.03	12.23
21.03	12.23
21.03	12.23
21.03	12.23
21.03	12.23
21.03	12.24
21.03	12.24
21.03	12.24
21.03	12.24
21.03	12.24
21.03	12.24
21.03	12.24
21.11	12.24
20.86	12.24
21.03	12.24
21.19	12.24
21.03	12.25
21.03	12.25
21.03	12.25
20.94	12.25
21.03	12.25
21.03	12.25
21.03	12.25
21.03	12.25
21.11	12.25
20.94	12.25
20.94	12.26
21.03	12.26
21.03	12.26
21.03	12.26
21.19	12.26
20.94	12.26
21.03	12.26
21.19	12.26
20.94	12.26
21.03	12.26
21.03	12.27
21.11	12.27
20.86	12.27
20.92	12.27
21.03	12.27
21.03	12.27
21.03	12.27
21.13	12.27
20.92	12.27
20.94	12.27
21.03	12.27
21.19	12.28
20.86	12.28
21.11	12.28
20.78	12.28
21.03	12.28
21.19	12.28
20.94	12.28
21.03	12.28
21.11	12.28
20.94	12.28
21.03	12.29
21.03	12.29
21.11	12.29
20.84	12.29
21.03	12.29
21.22	12.29
21.11	12.29
20.76	12.29
21.11	12.29
20.86	12.29
21.11	12.30
20.94	12.30
21.11	12.30
21.11	12.30
21.03	12.30
10.57	12.30
21.19	12.30
21.11	12.30
21.03	12.30
21.11	12.30
21.11	12.30
21.03	12.31
21.13	12.31
20.84	12.31
21.03	12.31
20.94	12.31
20.94	12.31
21.03	12.31
21.03	12.31
21.11	12.31
20.94	12.31
21.11	12.32
20.94	12.32
20.92	12.32
20.94	12.32
20.94	12.32
21.11	12.32
20.94	12.32
20.94	12.32
21.03	12.32
21.03	12.32
21.03	12.33
21.11	12.33
20.84	12.33
20.94	12.33
20.94	12.33
21.03	12.33
21.03	12.33
21.03	12.33
21.39	12.33
20.76	12.33
21.11	12.33
20.86	12.34
21.03	12.34
21.03	12.34
21.03	12.34
21.03	12.34
21.03	12.34
21.11	12.34
20.84	12.34
21.03	12.34
21.03	12.34
31.70	12.35
10.42	12.35
20.94	12.35
21.11	12.35
31.42	12.35
20.84	12.35
21.30	12.35
10.43	12.35
31.39	12.35
21.13	12.35
20.76	12.36
20.94	12.36
20.94	12.36
21.03	12.36
21.01	12.36
20.94	12.36
21.22	12.36
20.84	12.36
21.03	12.36
21.03	12.36
21.03	12.36
21.11	12.37
20.86	12.37
21.03	12.37
21.03	12.37
21.11	12.37
20.94	12.37
20.94	12.37
21.03	12.37
21.03	12.37
21.03	12.37
21.11	12.38
20.84	12.38
21.03	12.38
21.03	12.38
21.11	12.38
20.94	12.38
21.03	12.38
21.22	12.38
20.84	12.38
21.03	12.38
20.94	12.39
31.54	12.39
21.19	12.39
10.43	12.39
31.42	12.39
20.92	12.39
20.94	12.39
21.03	12.39
21.11	12.39
20.94	12.39
21.03	12.40
21.03	12.40
21.11	12.40
21.03	12.40
21.11	12.40
21.03	12.40
21.22	12.40
31.54	12.40
20.94	12.40
21.11	12.40
21.03	12.40
21.28	12.41
21.11	12.41
20.86	12.41
21.03	12.41
21.03	12.41
21.03	12.41
21.03	12.41
21.03	12.41
31.54	12.41
20.94	12.41
21.03	12.42
21.03	12.42
21.03	12.42
21.03	12.42
21.11	12.42
20.76	12.42
20.94	12.42
31.54	12.42
20.86	12.42
21.01	12.42
21.13	12.43
20.92	12.43
20.86	12.43
20.94	12.43
21.03	12.43
21.03	12.43
31.26	12.43
20.94	12.43
21.03	12.43
21.03	12.43
21.03	12.43
21.11	12.44
20.86	12.44
21.03	12.44
20.84	12.44
31.54	12.44
20.86	12.44
21.11	12.44
20.94	12.44
21.03	12.44
21.11	12.44
21.11	12.45
20.94	12.45
20.94	12.45
21.03	12.45
21.03	12.45
21.11	12.45
20.94	12.45
20.84	12.45
31.54	12.45
20.78	12.45
21.03	12.46
21.11	12.46
20.84	12.46
21.03	12.46
21.03	12.46
21.22	12.46
20.94	12.46
20.92	12.46
31.54	12.46
20.94	12.46
20.86	12.46
21.03	12.47
21.03	12.47
21.03	12.47
21.03	12.47
21.11	12.47
20.76	12.47
20.94	12.47
21.03	12.47
21.11	12.47
20.94	12.47
20.94	12.48
21.03	12.48
21.19	12.48
21.11	12.48
20.94	12.48
20.86	12.48
31.54	12.48
10.56	12.48
20.76	12.48
31.54	12.48
21.03	12.49
21.03	12.49
21.03	12.49
20.94	12.49
20.94	12.49
21.03	12.49
21.11	12.49
20.94	12.49
21.03	12.49
21.11	12.49
20.92	12.49
21.13	12.50
21.03	12.50
21.11	12.50
21.03	12.50
21.11	12.50
21.03	12.50
21.19	12.50
21.11	12.50
21.03	12.50
21.22	12.50
21.03	12.51
21.39	12.51
20.84	12.51
21.03	12.51
21.03	12.51
21.03	12.51
21.03	12.51
21.03	12.51
21.19	12.51
20.94	12.51
21.03	12.52
21.03	12.52
20.94	12.52
20.94	12.52
21.03	12.52
20.84	12.52
21.22	12.52
20.76	12.52
10.56	12.52
20.78	12.52
21.19	12.52
20.94	12.53
21.03	12.53
31.54	12.53
10.51	12.53
20.84	12.53
21.11	12.53
21.03	12.53
21.13	12.53
20.92	12.53
20.94	12.53
21.03	12.54
21.03	12.54
